CustomerID,Monetary,NTransactions,TotItems,cat_0,cat_1,cat_2,UniqueItems,E-Sale
13107,1531.62,58,1293,1189,98,6,54,5.05
13108,350.06,10,298,286,0,12,10,2.57
13109,786.54,47,520,418,100,2,41,4.92
13110,1488.67,144,388,106,224,58,109,6.04
13113,12245.96,200,3045,856,1571,618,95,5.53
13115,2294.78,120,1567,1389,176,2,88,5.22
13116,501.14,30,291,245,25,21,30,4.21
13117,984.91,76,945,868,70,7,66,4.82
13118,1197.81,79,410,242,162,6,68,5.58
13120,30.6,1,12,0,12,0,1,-0.0
13121,283.73,50,252,234,17,1,50,5.28
13122,922.39,55,585,486,92,7,54,5.34
13124,3866.33,215,2147,1797,300,50,185,6.93
13126,2099.64,140,2143,2002,121,20,124,6.02
13127,259.17,15,127,88,39,0,15,3.63
13130,64.0,2,32,20,12,0,2,0.85
13131,1073.3,44,447,293,112,42,30,4.23
13132,77.3,3,20,0,18,2,3,1.4
13133,109.8,7,32,18,11,3,7,2.54
13134,1793.58,98,1059,854,168,37,94,6.04
13136,2607.61,127,1328,1091,217,20,94,5.93
13137,3650.41,644,2226,1882,334,10,345,7.87
13138,962.39,63,473,356,115,2,31,4.24
13139,5064.94,170,2425,2032,274,119,132,6.45
13140,423.72,45,186,125,53,8,40,4.98
13141,2388.75,135,1548,1239,301,8,113,6.19
13142,307.09,23,258,227,28,3,23,4.12
13144,110.95,3,21,0,16,5,3,1.22
13145,618.52,6,145,84,60,1,5,0.35
13146,228.91,16,154,113,41,0,16,3.65
13147,712.8,4,144,0,144,0,1,-0.0
13148,3707.12,300,1975,1535,350,90,231,7.05
13149,1676.06,86,1280,1108,142,30,76,5.54
13151,1257.87,73,363,191,134,38,73,5.73
13153,486.22,15,418,346,72,0,15,3.41
13155,971.76,84,497,374,110,13,67,5.48
13157,1741.22,87,1439,1355,76,8,69,5.69
13158,1201.06,79,784,640,144,0,59,5.49
13159,1437.85,119,1059,891,146,22,114,6.19
13160,91.8,4,56,54,0,2,4,1.47
13161,112.75,8,29,1,26,2,8,2.78
13162,1688.29,79,1713,1652,57,4,74,5.53
13165,1021.48,42,1376,1336,40,0,40,4.91
13166,417.2,39,216,165,43,8,39,4.87
13167,791.33,65,785,712,58,15,51,4.8
13168,1319.19,124,682,470,189,23,102,6.13
13169,712.88,13,272,208,40,24,11,2.84
13170,116.01,29,147,137,10,0,29,4.34
13171,468.41,46,229,190,25,14,37,4.4
13173,353.65,43,277,228,49,0,41,4.85
13174,2817.03,258,1395,1029,299,67,228,7.1
13176,492.84,66,453,396,53,4,66,5.43
13177,282.45,17,91,34,57,0,17,4.0
13178,5725.47,265,3570,3197,349,24,95,6.02
13182,121.18,11,201,201,0,0,11,3.27
13183,3957.78,94,2208,2097,92,19,51,4.8
13184,1701.29,178,1692,1567,119,6,138,6.37
13185,71.4,1,12,0,12,0,1,-0.0
13186,1575.89,79,820,643,152,25,69,5.78
13187,236.02,37,95,68,18,9,37,4.76
13188,99.6,1,24,0,24,0,1,-0.0
13189,260.68,29,842,842,0,0,29,4.55
13192,911.94,63,595,501,88,6,57,5.41
13193,117.88,22,50,38,9,3,22,3.91
13194,60.7,3,26,12,14,0,3,1.34
13196,1797.78,110,1224,992,227,5,97,5.73
13198,3401.24,226,2648,2306,331,11,199,6.66
13199,9817.12,119,6176,5125,904,147,48,5.18
13200,870.09,46,516,413,91,12,42,4.93
13203,869.46,57,800,750,48,2,56,4.51
13207,250.26,8,130,82,48,0,7,2.53
13208,1223.9,146,804,670,122,12,124,6.45
13209,5891.61,320,4253,3663,535,55,255,7.32
13210,353.48,22,316,292,24,0,22,4.2
13211,1197.42,54,874,569,305,0,45,4.71
13212,788.08,140,310,218,66,26,128,6.43
13213,1520.58,90,1360,1206,142,12,82,5.23
13216,333.74,5,297,297,0,0,5,2.19
13217,533.98,4,262,100,162,0,3,1.31
13218,62.64,5,88,88,0,0,5,2.0
13220,819.29,21,196,101,66,29,18,3.52
13221,847.41,66,244,122,95,27,62,5.59
13223,163.2,5,88,84,4,0,5,2.17
13224,2155.95,108,1518,1363,145,10,101,6.18
13225,6463.84,32,3416,2916,500,0,23,4.16
13226,108.21,16,80,77,1,2,16,3.25
13227,257.7,9,99,65,34,0,9,3.0
13228,358.0,2,200,200,0,0,2,1.0
13229,160.95,10,63,41,18,4,10,2.95
13230,2806.97,573,1665,1360,238,67,393,7.7
13232,1357.6,200,778,588,159,31,147,6.41
13233,605.12,43,1004,1004,0,0,43,5.16
13235,1031.07,53,441,317,116,8,53,5.34
13236,744.85,36,416,336,69,11,34,4.64
13238,700.73,31,298,288,2,8,20,3.91
13239,329.56,21,327,309,18,0,21,3.94
13240,663.65,66,298,180,112,6,59,5.4
13242,270.4,13,130,130,0,0,12,3.55
13243,600.07,56,233,140,82,11,56,5.33
13244,121.74,27,38,15,20,3,27,4.48
13245,430.5,16,125,82,29,14,16,3.63
13246,1987.3,136,1602,1465,129,8,110,6.3
13247,501.12,25,328,276,52,0,18,3.5
13248,465.68,26,305,251,53,1,25,4.16
13249,711.41,23,546,532,9,5,21,3.84
13253,1030.4,36,1572,1544,24,4,35,4.33
13255,399.51,13,177,132,34,11,13,3.22
13258,698.58,35,287,179,102,6,28,4.37
13259,292.32,77,132,92,37,3,77,5.91
13260,557.62,8,142,48,66,28,8,2.7
13261,944.1,9,210,48,150,12,8,2.84
13262,200.29,11,125,108,9,8,11,2.85
13263,7454.07,1656,4780,3789,947,44,450,7.61
13265,2107.66,90,1752,1678,48,26,66,5.09
13266,3834.26,187,4428,4278,137,13,82,5.17
13267,4521.49,211,1969,1418,475,76,88,5.65
13268,3214.69,427,3658,3528,126,4,257,7.17
13269,5346.23,314,3514,2899,569,46,177,6.61
13270,590.0,1,200,0,200,0,1,-0.0
13271,217.38,79,253,236,17,0,79,5.73
13272,276.56,15,96,48,42,6,15,3.59
13273,138.98,16,153,143,10,0,16,3.63
13276,590.93,30,161,85,63,13,30,4.67
13277,258.4,8,176,176,0,0,5,2.27
13278,542.73,46,537,505,31,1,46,4.9
13279,137.75,9,73,40,33,0,9,2.87
13280,814.86,80,522,418,97,7,67,5.53
13282,1132.14,37,307,111,152,44,29,4.43
13283,93.66,7,90,90,0,0,7,2.54
13284,201.19,13,91,62,24,5,13,3.21
13285,2709.12,187,2051,1913,124,14,157,6.69
13291,361.11,41,233,207,24,2,41,4.87
13292,578.94,31,347,326,9,12,29,4.2
13294,873.74,54,453,341,95,17,48,5.13
13295,201.2,10,82,60,18,4,10,3.03
13296,87.4,5,78,74,0,4,5,1.4
13297,2089.85,59,963,718,203,42,52,5.33
13298,360.0,2,96,0,96,0,2,1.0
13299,142.5,5,30,0,24,6,5,2.12
13300,371.89,20,203,172,31,0,20,4.09
13301,618.09,81,345,274,62,9,75,5.78
13302,63.75,1,5,0,0,5,1,-0.0
13304,300.42,21,238,214,21,3,21,3.74
13305,2000.86,81,1232,1096,65,71,50,5.09
13307,15.0,1,4,0,4,0,1,-0.0
13308,1385.51,54,843,602,233,8,49,5.21
13309,1456.79,107,1544,1491,52,1,82,5.62
13310,1132.03,72,587,426,149,12,65,5.62
13311,598.57,26,305,201,97,7,25,4.0
13313,1555.32,78,851,667,184,0,47,5.13
13314,775.94,61,560,479,70,11,55,4.85
13316,5977.73,86,6948,5997,939,12,66,5.56
13317,2273.68,124,1035,744,243,48,100,6.07
13318,640.76,20,304,242,44,18,14,3.1
13319,10845.55,476,4724,3183,1445,96,209,6.98
13320,1548.7,105,1096,926,170,0,77,5.93
13321,567.36,11,372,348,24,0,10,2.97
13322,199.48,25,117,85,32,0,25,4.39
13323,787.85,21,175,0,175,0,6,2.57
13324,7121.95,75,5205,4460,593,152,25,3.57
13325,675.3,12,240,72,168,0,12,3.31
13327,3627.77,108,1600,1229,363,8,74,5.67
13328,1308.48,17,680,472,208,0,17,3.98
13329,789.0,17,463,373,78,12,16,3.43
13330,1140.93,53,751,718,28,5,37,4.77
13332,350.9,21,179,140,38,1,21,4.01
13334,3536.82,260,1774,1269,472,33,207,7.24
13336,795.12,51,559,486,70,3,51,5.25
13338,472.02,18,255,206,43,6,18,2.8
13339,860.12,54,326,206,102,18,54,5.32
13340,10736.48,134,5770,4422,1320,28,128,6.59
13341,775.85,42,301,188,97,16,42,4.97
13343,353.43,19,135,96,35,4,19,3.18
13344,2543.72,116,971,750,176,45,115,5.47
13345,389.5,20,141,100,36,5,20,3.18
13347,341.36,8,205,204,0,1,8,1.13
13348,233.76,14,136,108,28,0,14,3.43
13349,247.32,16,225,224,0,1,16,1.61
13350,979.12,40,287,127,140,20,36,4.03
13351,373.94,16,117,66,50,1,16,2.95
13352,397.98,24,321,310,6,5,24,2.75
13354,743.53,51,604,553,49,2,51,5.22
13355,674.7,32,314,258,42,14,32,4.74
13356,768.24,42,325,224,81,20,42,4.85
13357,609.95,85,322,228,87,7,85,5.91
13358,439.03,29,285,227,49,9,29,3.75
13359,439.56,23,161,96,54,11,23,3.51
13362,3090.74,166,1382,894,450,38,128,6.55
13363,992.5,60,710,580,125,5,47,3.79
13364,134.96,10,71,62,8,1,10,3.03
13365,2225.37,128,1247,1048,149,50,122,6.2
13366,56.16,1,144,144,0,0,1,-0.0
13368,623.4,29,327,266,46,15,29,3.67
13369,308.28,14,149,104,42,3,14,2.49
13370,754.87,39,343,252,77,14,39,4.87
13372,378.64,23,159,88,66,5,23,3.53
13373,3312.25,158,1651,1178,425,48,135,6.5
13375,778.65,37,442,336,100,6,37,4.69
13376,1019.76,53,493,396,91,6,45,3.36
13379,572.56,94,601,559,36,6,85,5.77
13381,3639.31,172,2029,1596,369,64,77,5.56
13382,222.99,15,131,118,10,3,15,3.41
13384,4151.93,152,2422,2073,324,25,123,6.34
13385,534.57,35,281,228,43,10,35,4.42
13388,677.1,35,282,216,51,15,35,4.11
13389,782.96,50,428,320,98,10,49,5.12
13390,544.08,13,224,160,52,12,13,3.36
13391,59.8,1,4,0,0,4,1,-0.0
13394,2520.02,155,2392,2183,206,3,124,6.23
13395,307.72,21,336,324,8,4,21,3.51
13396,1360.99,43,600,374,201,25,42,4.77
13397,1544.13,38,430,115,293,22,28,4.37
13398,457.34,26,281,229,45,7,26,4.2
13402,621.23,39,479,401,74,4,32,4.16
13403,75.0,3,44,36,8,0,3,1.45
13404,252.49,11,111,60,51,0,11,3.16
13405,572.45,26,164,84,59,21,25,4.18
13408,28117.04,478,16232,13106,2931,195,234,7.26
13410,1003.06,28,518,444,74,0,15,3.23
13411,213.55,17,72,29,42,1,17,3.8
13414,1390.5,24,1574,1568,6,0,23,4.27
13416,712.5,19,142,0,126,16,11,3.41
13417,640.83,28,162,90,36,36,26,4.35
13418,6127.43,304,3918,3190,668,60,223,6.44
13419,221.06,16,275,275,0,0,16,3.58
13420,159.85,8,101,94,0,7,8,2.14
13421,1851.08,101,1181,987,193,1,88,6.1
13422,2626.3,127,1326,1036,264,26,127,6.53
13425,1609.21,77,1122,1021,93,8,65,5.43
13426,3641.32,157,2245,1763,452,30,103,6.01
13427,582.6,29,545,495,48,2,25,3.98
13428,218.47,70,156,135,16,5,70,5.59
13429,1006.8,67,1390,1374,15,1,55,5.0
13430,679.45,49,751,716,29,6,48,4.68
13431,1269.1,46,672,456,198,18,44,4.86
13434,534.24,10,300,288,12,0,9,2.92
13435,3809.89,100,2129,1553,553,23,68,5.31
13436,196.89,12,76,51,18,7,12,3.05
13437,3408.06,167,1283,723,479,81,143,6.68
13439,283.71,54,242,214,28,0,54,5.44
13441,296.64,13,204,180,24,0,13,3.45
13447,1129.14,59,584,426,147,11,55,5.24
13448,3539.37,190,1660,1204,417,39,137,6.65
13449,291.88,19,222,202,20,0,19,3.7
13450,2043.72,71,1982,1872,110,0,32,4.46
13451,2976.15,424,2149,1907,210,32,315,7.79
13452,590.0,2,2,0,0,2,1,-0.0
13453,356.98,17,134,96,26,12,16,3.67
13455,1058.34,46,354,206,111,37,42,4.75
13456,1751.72,62,764,466,284,14,42,4.61
13458,9646.57,382,5508,4133,1297,78,242,7.18
13460,183.44,17,286,278,8,0,16,3.41
13461,1445.0,27,1170,1170,0,0,14,3.65
13462,151.5,9,62,40,20,2,9,2.89
13464,674.68,41,403,325,71,7,41,4.82
13466,307.9,17,259,207,48,4,17,3.39
13467,1083.71,91,584,458,102,24,89,5.79
13468,5704.97,302,2589,1778,673,138,184,6.56
13470,165.0,10,100,100,0,0,7,2.72
13471,2531.58,233,1590,1362,199,29,214,7.14
13473,422.64,21,266,232,20,14,21,3.7
13474,229.59,59,132,109,19,4,59,5.29
13475,1431.78,86,1012,904,82,26,64,5.21
13476,1238.47,58,417,296,93,28,56,4.2
13477,1454.58,79,1021,927,79,15,57,4.96
13479,300.95,15,134,100,27,7,14,3.45
13481,1804.56,109,1142,1022,110,10,98,6.11
13482,184.64,11,116,100,16,0,11,3.14
13483,140.34,10,160,160,0,0,10,3.1
13484,313.8,8,44,0,30,14,8,3.0
13485,454.24,23,277,229,44,4,23,4.07
13486,1122.41,69,669,552,105,12,69,5.62
13487,575.4,34,265,196,43,26,26,3.93
13488,8968.31,422,4518,3449,913,156,271,7.25
13489,449.52,14,560,552,8,0,11,3.28
13491,1215.82,86,903,783,92,28,73,5.11
13492,1269.84,50,408,262,78,68,38,4.82
13493,618.63,8,380,372,3,5,6,1.16
13494,316.26,18,162,104,58,0,18,3.92
13495,2044.87,48,829,438,391,0,34,4.76
13496,653.33,35,341,270,63,8,28,4.38
13497,348.05,19,163,110,53,0,19,3.96
13499,1159.11,42,1365,1244,115,6,31,4.14
13500,1166.77,65,609,494,104,11,60,5.4
13501,1340.32,52,560,323,211,26,52,5.32
13502,292.0,18,264,244,18,2,17,3.33
13503,216.85,17,248,231,15,2,17,3.16
13504,295.93,22,178,127,48,3,22,3.84
13505,4393.63,215,2486,2087,334,65,182,5.9
13506,458.52,26,324,282,37,5,26,4.25
13507,2479.16,162,1597,1317,233,47,146,6.41
13508,110.97,12,24,7,12,5,12,3.32
13509,979.72,44,1106,1087,18,1,27,4.03
13510,1791.56,115,1386,1279,90,17,86,5.79
13512,251.21,15,143,120,21,2,15,3.4
13513,205.1,10,109,96,12,1,10,2.84
13514,152.2,4,40,0,40,0,4,1.91
13515,891.12,59,681,571,104,6,50,5.12
13516,1374.41,43,984,880,103,1,42,5.0
13517,2128.42,141,1369,1091,251,27,125,6.29
13518,659.44,36,392,350,34,8,36,4.65
13519,122.75,8,23,6,13,4,8,2.84
13520,3624.35,93,1649,1202,427,20,49,3.16
13521,1093.65,407,736,628,99,9,313,7.67
13522,125.8,5,44,24,20,0,5,2.13
13523,3964.88,172,1752,1317,333,102,157,5.77
13524,650.18,25,322,204,118,0,16,3.2
13525,628.78,6,394,368,24,2,5,1.92
13527,2287.51,209,1692,1424,234,34,153,6.45
13529,307.76,15,74,36,32,6,15,3.49
13531,483.8,22,174,142,20,12,17,3.67
13532,210.31,66,129,108,21,0,66,5.81
13533,270.79,73,204,184,17,3,61,5.44
13534,5870.08,296,2961,2767,111,83,119,6.09
13536,3448.29,176,2136,1754,318,64,91,5.71
13538,1280.85,25,175,0,83,92,10,3.05
13539,631.34,37,320,230,72,18,35,4.57
13544,291.41,78,127,90,29,8,76,5.82
13546,626.99,95,359,266,87,6,72,5.5
13548,682.41,120,441,340,89,12,114,6.35
13549,918.2,51,458,322,127,9,37,4.11
13551,91.8,4,12,0,9,3,4,1.9
13552,3740.07,108,1417,987,349,81,82,5.68
13555,4149.28,135,2660,2138,482,40,128,6.49
13557,584.06,34,546,508,38,0,31,4.58
13558,605.06,167,344,281,59,4,123,6.56
13560,174.37,32,64,34,30,0,32,4.82
13561,141.86,14,83,46,35,2,14,3.15
13562,1799.33,82,757,590,127,40,50,5.27
13563,777.53,49,209,113,71,25,49,3.48
13564,1749.02,79,661,528,106,27,68,2.76
13565,240.22,38,172,159,13,0,35,4.85
13566,874.71,160,575,485,87,3,134,6.65
13568,192.85,41,70,31,37,2,41,5.08
13569,373.75,77,164,106,49,9,73,5.72
13570,239.49,27,161,144,14,3,27,4.17
13571,2092.32,336,1759,1618,136,5,157,6.71
13572,1384.25,33,534,252,259,23,32,4.63
13573,294.4,25,303,268,32,3,24,4.13
13575,732.07,46,449,392,51,6,41,4.98
13576,6717.34,126,2646,1235,1386,25,78,5.38
13577,1687.6,83,791,678,70,43,61,5.59
13579,467.04,23,176,114,49,13,19,3.93
13581,118.0,10,30,7,16,7,10,3.02
13583,781.03,53,725,658,65,2,53,5.13
13584,142.4,24,37,20,10,7,24,4.15
13587,712.4,8,180,136,24,20,8,2.31
13588,2478.95,174,2606,2474,128,4,131,6.33
13589,379.65,21,114,60,45,9,21,3.91
13590,1981.92,87,1848,1702,144,2,70,5.73
13591,1117.13,58,485,352,104,29,56,5.17
13592,247.96,16,84,60,17,7,15,3.3
13593,2037.08,127,731,406,263,62,77,5.64
13594,396.97,26,359,324,35,0,26,4.32
13596,697.04,138,406,349,49,8,133,6.6
13598,180.17,33,58,37,17,4,33,4.73
13599,5153.67,245,3294,2871,388,35,171,6.57
13600,219.52,19,324,309,5,10,19,3.27
13601,693.32,96,548,450,98,0,90,6.03
13602,428.89,23,267,248,19,0,23,4.3
13603,164.34,27,164,152,8,4,27,3.96
13606,280.54,40,279,264,13,2,40,4.67
13607,678.01,93,290,188,90,12,93,6.19
13610,1131.88,212,516,378,110,28,165,6.93
13611,1171.8,71,766,651,111,4,67,5.68
13614,1610.46,192,570,356,164,50,171,6.55
13615,417.69,23,189,120,65,4,23,4.25
13617,544.18,44,300,208,84,8,31,4.57
13618,177.34,13,246,240,6,0,13,3.25
13621,213.85,19,343,340,3,0,19,3.78
13623,747.78,78,294,214,52,28,75,5.67
13626,257.23,19,209,178,29,2,19,3.75
13627,1638.47,92,1269,1124,127,18,84,5.72
13629,7792.36,59,4372,4348,19,5,28,4.14
13630,2031.78,71,1391,1279,102,10,51,5.24
13631,3070.42,11,467,0,340,127,6,2.35
13632,2121.27,145,1037,715,290,32,121,6.39
13634,1575.16,184,704,511,145,48,156,6.61
13635,1071.03,62,677,584,83,10,62,5.48
13636,949.12,63,592,508,61,23,57,4.88
13637,810.5,95,409,283,117,9,79,5.85
13638,122.64,8,93,79,12,2,8,2.17
13639,1033.34,39,800,688,112,0,39,5.01
13642,354.8,57,173,144,21,8,57,5.24
13643,519.44,28,273,237,30,6,24,4.19
13644,2624.26,146,2067,1844,191,32,144,6.37
13645,252.1,5,158,144,12,2,5,1.77
13647,1678.12,78,895,687,180,28,65,5.63
13649,346.6,23,139,72,66,1,23,4.19
13650,1836.34,96,922,686,209,27,79,5.62
13651,94.2,6,33,24,6,3,6,2.17
13652,1095.08,63,578,440,130,8,48,5.2
13654,2707.33,166,2182,1909,249,24,157,6.59
13655,932.97,56,605,501,89,15,52,5.17
13656,379.65,49,490,461,27,2,49,5.12
13657,367.14,15,208,168,40,0,15,3.61
13658,2639.17,108,1019,868,79,72,91,5.83
13659,1573.2,97,894,715,166,13,92,5.38
13662,897.76,52,543,463,60,20,50,4.91
13663,189.47,13,91,73,6,12,13,3.21
13666,84.65,12,41,28,11,2,12,3.3
13667,305.02,82,154,106,43,5,82,5.75
13668,6363.59,460,3742,3207,478,57,284,7.47
13669,218.55,9,237,224,12,1,9,2.3
13670,349.7,25,282,242,38,2,25,4.08
13672,186.39,6,57,36,21,0,4,1.91
13673,396.92,57,119,62,50,7,47,5.03
13675,486.82,25,330,292,38,0,25,4.38
13678,232.6,16,924,924,0,0,16,3.7
13680,3722.42,191,1936,1394,532,10,164,6.91
13681,827.83,57,360,231,125,4,37,4.86
13682,59.5,3,10,0,8,2,3,1.37
13684,67.23,29,39,33,6,0,29,4.79
13685,3119.44,39,5056,5056,0,0,29,4.55
13686,72.0,8,70,70,0,0,8,2.86
13689,910.0,6,512,512,0,0,6,2.57
13690,172.25,9,67,48,12,7,9,2.57
13692,1488.32,53,1226,960,260,6,48,4.15
13694,65039.62,568,63312,59111,4047,154,366,7.73
13695,2444.13,86,1599,1420,175,4,45,4.91
13697,151.3,12,177,169,8,0,12,3.04
13699,308.58,14,66,24,12,30,14,3.64
13700,2265.12,194,2304,2135,168,1,139,6.46
13703,99.5,1,10,0,0,10,1,-0.0
13704,2308.06,134,1531,1243,238,50,111,6.06
13705,711.86,28,363,336,26,1,25,1.74
13706,330.79,20,189,136,51,2,20,3.47
13707,806.41,48,351,269,69,13,48,4.92
13708,296.88,49,306,284,21,1,49,5.17
13709,6328.05,335,3516,2914,485,117,244,7.25
13710,180.48,8,176,176,0,0,8,2.77
13711,252.06,13,140,104,34,2,11,2.87
13712,228.84,10,352,340,12,0,10,3.02
13715,1079.34,103,563,432,125,6,89,6.12
13716,138.28,21,138,134,4,0,21,4.01
13717,1445.01,102,1959,1887,61,11,92,5.1
13718,306.55,12,173,124,44,5,9,2.47
13719,1041.68,60,609,482,121,6,56,5.2
13720,784.9,42,500,420,78,2,41,5.06
13721,524.14,28,316,280,30,6,28,4.34
13722,2375.41,85,1401,1102,264,35,75,5.74
13723,199.85,6,43,0,38,5,6,2.46
13725,1980.56,104,806,554,184,68,95,5.96
13726,1079.66,42,1054,1036,18,0,39,4.72
13727,333.48,20,162,116,40,6,19,3.8
13728,1016.14,63,458,352,36,70,38,4.31
13730,752.6,43,488,418,47,23,38,4.37
13731,610.59,38,278,195,75,8,36,4.67
13732,491.86,33,498,460,38,0,33,4.58
13735,2885.24,194,1130,705,347,78,158,6.59
13736,731.9,185,497,430,53,14,166,6.38
13737,339.6,29,125,69,48,8,29,4.46
13739,216.9,3,54,0,54,0,3,1.47
13740,350.75,23,425,398,23,4,23,3.79
13741,668.43,34,218,134,56,28,34,4.75
13742,3131.02,305,1124,673,331,120,200,6.72
13743,1341.6,41,1776,1776,0,0,8,2.84
13744,1156.36,63,1249,1218,24,7,54,4.62
13745,300.04,25,496,496,0,0,25,4.52
13747,79.6,1,8,0,0,8,1,-0.0
13748,948.25,28,439,192,238,9,24,3.54
13750,1647.26,24,516,140,358,18,20,4.05
13751,296.25,9,152,129,16,7,9,2.78
13752,1156.28,74,875,750,115,10,63,5.3
13753,741.26,35,512,458,54,0,35,4.73
13754,282.6,12,214,198,12,4,11,2.85
13755,2161.35,307,1264,1003,220,41,232,7.13
13756,5189.52,142,3188,2714,460,14,66,5.52
13758,3190.55,116,1844,1324,498,22,104,6.22
13759,659.41,25,287,172,109,6,24,4.07
13760,286.79,53,197,148,49,0,50,5.39
13761,1070.65,70,642,545,83,14,68,5.64
13762,306.72,7,272,272,0,0,7,2.77
13763,1714.96,15,728,464,264,0,15,3.75
13764,1521.76,203,932,766,147,19,183,7.01
13767,17220.36,368,7322,5298,1794,230,55,4.88
13769,2796.51,135,1163,622,521,20,73,5.56
13771,2634.45,119,1477,1076,384,17,114,6.39
13772,1132.13,162,546,397,138,11,141,6.69
13774,345.0,22,192,150,39,3,22,3.96
13777,25977.16,197,12897,8571,4324,2,36,4.82
13778,178.7,9,70,47,23,0,9,2.99
13780,360.01,57,318,282,34,2,56,5.31
13781,127.84,17,30,14,10,6,17,3.77
13782,912.0,113,371,230,126,15,96,6.18
13784,2462.79,31,2493,2292,178,23,9,2.54
13786,230.4,7,136,96,40,0,7,2.51
13787,309.04,24,337,298,35,4,24,3.91
13790,348.8,45,748,724,24,0,45,4.58
13791,1516.0,11,1200,1200,0,0,7,2.74
13792,195.55,13,92,60,31,1,13,3.26
13798,37153.85,346,23948,20255,3471,222,113,5.52
13799,688.86,39,402,354,44,4,32,4.68
13800,558.32,33,331,265,60,6,33,4.41
13801,324.8,23,168,122,38,8,23,3.97
13802,4599.42,60,2572,2208,314,50,55,5.2
13803,277.07,17,121,88,33,0,17,3.91
13804,2635.79,135,1498,1148,325,25,124,6.55
13805,924.6,13,1900,1900,0,0,10,2.92
13806,256.38,10,56,6,47,3,10,3.14
13807,112.6,7,36,24,8,4,7,2.6
13808,1747.66,76,782,540,206,36,70,5.53
13809,155.05,11,29,0,20,9,11,3.28
13810,1499.01,35,312,220,68,24,32,1.51
13811,814.5,13,68,0,0,68,7,1.8
13812,539.0,36,333,280,46,7,33,3.61
13813,1366.86,69,552,345,182,25,54,4.71
13814,1579.12,57,864,678,174,12,37,4.81
13815,4027.36,176,2560,2296,230,34,132,6.16
13816,571.67,28,269,192,70,7,25,3.37
13817,382.98,24,211,188,20,3,20,3.16
13819,1140.35,36,1109,1070,37,2,26,4.33
13821,385.64,59,153,98,49,6,51,5.16
13822,632.0,95,611,558,49,4,90,5.68
13823,957.66,40,439,285,132,22,39,4.87
13824,1698.94,46,768,572,180,16,34,4.68
13826,189.5,10,82,64,10,8,10,2.84
13827,412.05,92,141,81,44,16,83,5.77
13828,209.49,15,311,282,29,0,15,3.43
13831,2202.99,72,745,123,568,54,58,5.19
13832,52.2,3,28,24,4,0,3,1.44
13833,384.8,28,118,62,38,18,28,4.55
13835,834.57,55,442,347,79,16,48,5.0
13837,271.24,18,183,149,34,0,17,3.73
13838,691.73,157,263,179,67,17,144,6.75
13841,85.0,1,100,100,0,0,1,-0.0
13842,3385.62,206,1768,1385,312,71,155,6.55
13844,361.62,20,196,150,44,2,20,4.02
13845,312.98,9,182,112,70,0,9,2.96
13846,865.06,55,388,264,110,14,55,5.33
13848,1255.0,5,3700,3700,0,0,3,1.54
13849,1537.95,101,1016,888,106,22,97,5.91
13850,1595.48,93,944,836,96,12,93,6.11
13851,2651.46,81,1705,1527,170,8,77,5.7
13853,1090.14,23,312,138,134,40,23,4.05
13854,8109.52,110,2296,1092,814,390,39,4.14
13856,388.5,14,494,488,6,0,10,3.11
13858,216.17,11,75,30,41,4,11,3.19
13859,201.16,27,129,102,24,3,27,4.25
13860,1245.9,76,591,396,183,12,58,5.13
13862,2209.36,139,1688,1544,138,6,97,5.91
13863,305.78,20,224,202,18,4,20,3.67
13865,501.56,30,204,136,63,5,26,4.13
13866,145.67,7,57,28,29,0,7,2.65
13867,1015.29,59,513,394,84,35,51,4.98
13868,3192.54,33,1964,1945,12,7,32,4.3
13869,3104.95,299,1721,1305,348,68,234,7.18
13870,2770.94,115,1325,801,492,32,91,5.92
13871,6403.25,336,2806,1939,737,130,155,6.5
13873,389.6,23,140,52,75,13,21,4.09
13874,540.45,18,180,103,69,8,18,3.27
13875,1786.79,104,1316,1231,76,9,79,5.63
13876,122.7,7,36,24,8,4,7,2.47
13877,117.24,3,108,108,0,0,3,1.5
13878,1281.53,35,475,243,203,29,35,4.68
13880,3219.77,165,1842,1558,259,25,125,6.38
13881,17159.52,178,10118,7460,2548,110,72,5.51
13882,1191.13,65,953,864,58,31,54,4.72
13883,2674.48,142,1436,1100,287,49,108,6.1
13884,787.6,58,300,175,118,7,45,5.1
13885,506.8,28,182,99,71,12,28,4.5
13886,243.56,16,126,100,24,2,16,3.44
13887,349.55,19,147,90,51,6,19,3.84
13888,605.63,39,258,179,69,10,38,4.88
13889,416.9,15,146,96,50,0,15,3.75
13890,1883.81,110,831,568,254,9,74,5.62
13892,632.97,27,983,918,65,0,26,4.21
13893,821.1,21,190,48,86,56,21,4.24
13894,564.62,27,354,304,49,1,25,4.26
13895,2593.07,118,1365,1004,349,12,97,6.15
13897,311.16,17,200,164,36,0,17,3.83
13898,155.93,12,133,108,23,2,12,2.99
13899,388.52,19,156,96,56,4,19,3.9
13900,740.95,43,430,324,97,9,42,4.78
13901,2867.2,149,1739,1392,323,24,144,6.35
13904,332.64,26,332,296,36,0,24,4.33
13908,2369.55,122,1478,1207,259,12,104,5.96
13911,2580.91,148,2731,2546,165,20,120,6.11
13914,626.45,33,380,288,91,1,28,4.3
13917,272.04,18,228,192,34,2,16,3.21
13918,1212.84,30,1140,1008,130,2,30,4.55
13919,384.81,28,474,459,12,3,24,2.87
13922,172.25,7,93,78,8,7,7,2.19
