CustomerID,Recency,Frequency,Monetary,TotItems,MaxItems,MeanBasketItems,UniqueItems,PReturn,MaxSale,MeanBasketSale,MeanItemSale,E-Prods,E-Sale,E-Baskets,E-Intervals,PurchasingFreq,WeekDayPref,WeekMonthPref,ItemPref,MainCountry
13563,85,2,777.53,209,146,104,49,0.0,466.65,388.76,13.8,4.61,2.96,1.0,-0.0,27.5,4,3,21733,United Kingdom
13564,145,3,1749.02,661,404,220,68,0.0,658.38,583.01,26.94,5.25,3.13,-0.0,1.0,133.33,1,2,22030,United Kingdom
13565,20,2,240.22,172,94,86,35,0.0,130.04,120.11,2.18,4.63,2.87,-0.0,-0.0,40.0,4,2,21644,United Kingdom
13566,41,2,874.71,575,343,287,134,0.0,585.18,437.36,2.63,6.47,3.09,1.0,-0.0,20.5,6,4,21817,United Kingdom
13568,174,1,192.85,70,70,70,41,0.0,192.85,192.85,3.82,5.07,2.78,-0.0,-0.0,0.0,6,3,22645,United Kingdom
13569,18,2,373.75,164,120,82,73,0.0,255.43,186.88,3.98,5.65,3.2,1.0,-0.0,249.0,0,3,22197,United Kingdom
13570,67,1,239.49,161,161,161,27,0.0,239.49,239.49,2.55,4.1,2.74,-0.0,-0.0,0.0,1,1,21135,United Kingdom
13571,13,12,2092.32,1759,201,146,157,0.0,282.68,174.36,3.44,6.34,2.8,0.98,2.66,26.58,3,3,22197,United Kingdom
13572,206,1,1384.25,534,534,534,32,0.0,1384.25,1384.25,4.35,4.38,2.53,-0.0,-0.0,0.0,2,3,23160,United Kingdom
13573,51,2,294.4,303,293,151,24,0.0,262.63,147.2,3.68,2.32,2.74,1.0,-0.0,101.0,3,4,20668,United Kingdom
13575,0,5,732.07,449,154,89,41,0.0,258.46,146.41,2.77,5.19,2.65,0.72,1.5,35.2,3,3,20982,United Kingdom
13576,11,18,6717.34,2646,288,147,78,0.23,623.68,373.19,3.91,3.69,3.11,0.85,2.7,38.06,2,2,21137,United Kingdom
13577,6,4,1687.6,791,260,197,61,2.53,493.8,421.9,4.19,5.52,2.65,1.0,1.58,35.75,2,1,85099B,United Kingdom
13579,15,2,467.04,176,130,88,19,0.0,302.34,233.52,4.54,3.55,2.52,1.0,-0.0,280.5,3,3,22741,United Kingdom
13581,283,1,118.0,30,30,30,10,0.0,118.0,118.0,4.67,3.01,2.05,-0.0,-0.0,0.0,2,1,22399,United Kingdom
13583,156,1,781.03,725,725,725,53,0.0,781.03,781.03,2.45,5.33,2.82,-0.0,-0.0,0.0,3,1,21394,United Kingdom
13584,191,1,142.4,37,37,37,24,0.0,142.4,142.4,4.54,4.26,2.81,-0.0,-0.0,0.0,3,1,21069,United Kingdom
13587,153,1,712.4,180,180,180,8,11.11,712.4,712.4,6.41,2.14,2.16,-0.0,-0.0,0.0,6,2,22386,United Kingdom
13588,16,9,2478.95,2606,646,289,131,1.19,491.0,275.44,2.91,6.67,2.62,1.58,2.75,35.33,3,2,84077,United Kingdom
13589,15,2,379.65,114,86,57,21,0.0,232.65,189.82,6.89,3.81,2.53,1.0,-0.0,82.0,2,3,23296,United Kingdom
13590,3,6,1981.92,1848,544,308,70,0.05,552.4,330.32,2.46,5.18,3.02,0.65,1.92,39.33,2,2,22577,United Kingdom
13591,183,3,1117.13,485,222,161,56,0.0,462.2,372.38,4.21,5.51,3.12,0.92,1.0,28.0,3,2,15036,United Kingdom
13592,66,4,247.96,84,38,21,15,0.0,95.94,61.99,6.88,3.4,2.48,-0.0,1.58,49.75,2,2,15036,United Kingdom
13593,109,5,2037.08,731,238,146,77,3.28,645.83,407.42,4.18,5.68,2.84,1.37,1.5,31.2,2,3,84755,United Kingdom
13594,53,1,396.97,359,359,359,26,0.0,396.97,396.97,1.64,4.45,2.52,-0.0,-0.0,0.0,1,3,16161G,United Kingdom
13596,13,2,697.04,406,214,203,133,0.0,411.6,348.52,3.43,6.26,3.26,1.0,-0.0,114.0,3,3,23367,United Kingdom
13598,48,1,180.17,58,58,58,33,1.72,180.17,180.17,4.03,4.72,2.73,-0.0,-0.0,0.0,6,4,21390,United Kingdom
13599,6,21,5153.67,3294,418,156,171,3.67,580.57,245.41,4.45,6.64,3.19,1.49,2.22,22.76,2,2,22098,United Kingdom
13600,313,1,219.52,324,324,324,19,0.0,219.52,219.52,3.39,3.27,2.66,-0.0,-0.0,0.0,0,5,17084A,United Kingdom
13601,5,2,693.32,548,275,274,90,0.0,373.2,346.66,1.98,5.87,2.95,-0.0,-0.0,20.0,0,2,22818,United Kingdom
13602,183,1,428.89,267,267,267,23,0.0,428.89,428.89,2.02,4.25,2.63,-0.0,-0.0,0.0,4,2,23326,United Kingdom
13603,27,1,164.34,164,164,164,27,0.0,164.34,164.34,2.77,4.2,2.46,-0.0,-0.0,0.0,6,2,23366,United Kingdom
13606,59,3,280.54,279,129,93,40,0.0,180.4,93.51,3.25,4.11,2.99,-0.0,1.0,94.0,2,1,21980,United Kingdom
13607,41,1,678.01,290,290,290,93,0.0,678.01,678.01,3.98,6.01,3.16,-0.0,-0.0,0.0,6,5,23434,United Kingdom
13610,13,7,1131.88,516,108,73,165,0.39,239.17,161.7,4.27,6.49,3.1,0.86,2.58,39.0,5,2,22772,United Kingdom
13611,31,3,1171.8,766,346,255,67,0.52,535.08,390.6,3.19,5.45,3.02,0.92,1.0,109.67,2,3,22741,United Kingdom
13614,25,4,1610.46,570,256,142,171,0.0,589.23,402.61,4.52,7.06,3.22,1.0,1.58,76.5,1,2,21868,United Kingdom
13615,319,1,417.69,189,189,189,23,3.17,417.69,417.69,3.03,4.13,2.74,-0.0,-0.0,0.0,1,4,84800L,United Kingdom
13617,4,3,544.18,300,113,100,31,0.0,234.59,181.39,3.33,4.18,2.75,0.92,1.0,36.33,3,3,21294,United Kingdom
13618,174,1,177.34,246,246,246,13,0.0,177.34,177.34,1.07,3.45,2.2,-0.0,-0.0,0.0,6,3,22268,United Kingdom
13621,117,1,213.85,343,343,343,19,0.0,213.85,213.85,1.06,3.72,1.82,-0.0,-0.0,0.0,0,3,16045,United Kingdom
13623,90,5,747.78,294,144,58,75,0.34,195.86,149.56,4.56,5.23,3.22,-0.0,2.0,41.4,3,2,11001,United Kingdom
13626,340,1,257.23,209,209,209,19,0.0,257.23,257.23,2.9,3.99,2.87,-0.0,-0.0,0.0,1,1,21980,United Kingdom
13627,30,5,1638.47,1269,336,253,84,0.24,421.08,327.69,3.65,5.53,3.1,0.72,2.0,65.6,3,2,22771,United Kingdom
13629,24,11,7792.36,4372,500,397,28,0.0,895.0,708.4,3.32,2.91,2.42,0.44,2.92,28.18,4,2,85099B,United Kingdom
13630,76,7,2031.78,1391,311,198,51,0.5,438.32,290.25,2.44,4.11,3.03,1.38,2.25,29.86,3,2,22178,United Kingdom
13631,144,11,3070.42,467,100,42,6,1.5,850.0,279.13,6.39,2.44,1.49,1.44,2.58,17.36,2,3,22625,United Kingdom
13632,25,5,2121.27,1037,433,207,121,0.0,854.53,424.25,3.23,6.26,3.15,0.97,2.0,41.6,2,2,23334,United Kingdom
13634,36,5,1575.16,704,231,140,156,0.0,588.51,315.03,3.95,6.65,3.23,1.37,2.0,58.4,4,2,21498,United Kingdom
13635,275,1,1071.03,677,677,677,62,0.0,1071.03,1071.03,3.25,5.75,3.21,-0.0,-0.0,0.0,3,2,21980,United Kingdom
13636,93,5,949.12,592,253,118,57,1.01,302.57,189.82,4.38,5.43,3.04,0.97,1.5,49.4,3,2,22610,United Kingdom
13637,53,3,810.5,409,215,136,79,0.0,422.6,270.17,3.87,5.91,2.94,1.58,1.0,58.0,2,2,22197,United Kingdom
13638,16,1,122.64,93,93,93,8,0.0,122.64,122.64,3.3,2.66,2.25,-0.0,-0.0,0.0,3,4,16169E,United Kingdom
13639,75,1,1033.34,800,800,800,39,0.0,1033.34,1033.34,1.76,4.79,2.63,-0.0,-0.0,0.0,0,4,22077,United Kingdom
13642,127,1,354.8,173,173,173,57,0.0,354.8,354.8,4.51,4.98,3.21,-0.0,-0.0,0.0,4,1,23077,United Kingdom
13643,121,3,519.44,273,147,91,24,0.0,260.04,173.15,2.94,4.39,2.35,0.92,1.0,61.0,2,1,23202,United Kingdom
13644,17,4,2624.26,2067,659,516,144,0.0,851.09,656.07,4.49,6.6,3.18,-0.0,0.92,22.25,2,4,22338,United Kingdom
13645,32,1,252.1,158,158,158,5,0.0,252.1,252.1,3.37,1.85,1.92,-0.0,-0.0,0.0,1,2,22771,United Kingdom
13647,10,4,1678.12,895,267,223,65,0.0,472.04,419.53,3.91,5.41,2.93,0.81,0.92,56.25,2,4,84077,United Kingdom
13649,257,2,346.6,139,72,69,23,0.0,197.8,173.3,3.7,3.92,2.72,-0.0,-0.0,113.5,1,3,21390,United Kingdom
13650,1,6,1836.34,922,276,153,79,0.43,447.62,306.06,3.85,6.03,3.13,1.25,2.0,44.5,3,2,22952,United Kingdom
13651,40,2,94.2,33,32,16,6,0.0,79.2,47.1,6.98,2.07,1.92,-0.0,-0.0,101.0,0,3,21172,United Kingdom
13652,46,3,1095.08,578,288,192,48,0.0,456.84,365.03,3.03,5.03,3.05,0.92,1.0,166.33,2,3,84077,United Kingdom
13654,36,6,2707.33,2182,723,363,157,0.0,893.46,451.22,3.64,6.79,3.21,1.46,1.5,27.67,4,2,16259,United Kingdom
13655,6,2,932.97,605,490,302,52,0.0,549.32,466.48,3.51,5.18,3.07,1.0,-0.0,54.0,4,2,37327,United Kingdom
13656,165,2,379.65,490,377,245,49,0.0,216.95,189.83,2.02,4.62,2.99,1.0,-0.0,13.0,1,2,16218,United Kingdom
13657,11,2,367.14,208,132,104,15,0.0,214.8,183.57,2.24,3.57,2.61,1.0,-0.0,95.0,3,4,15036,United Kingdom
13658,10,5,2639.17,1019,427,203,91,0.98,1009.27,527.83,6.07,6.17,2.75,0.97,1.0,38.8,2,3,84077,United Kingdom
13659,206,2,1573.2,894,572,447,92,1.57,1045.4,786.6,7.43,6.04,3.15,-0.0,-0.0,57.5,4,3,17003,United Kingdom
13662,35,3,897.76,543,188,181,50,0.18,364.82,299.25,4.07,5.28,3.08,-0.0,1.0,75.0,4,2,22492,United Kingdom
13663,180,1,189.47,91,91,91,13,0.0,189.47,189.47,3.08,3.3,1.99,-0.0,-0.0,0.0,0,2,23271,United Kingdom
13666,61,3,84.65,41,24,13,12,0.0,43.65,28.22,3.55,2.29,2.69,-0.0,-0.0,75.67,2,3,71459,United Kingdom
13667,150,1,305.02,154,154,154,82,0.0,305.02,305.02,2.75,6.04,2.98,-0.0,-0.0,0.0,2,2,21179,United Kingdom
13668,11,21,6363.59,3742,887,178,284,2.73,1131.46,303.03,4.22,6.92,3.22,1.51,2.32,16.76,3,2,22178,United Kingdom
13669,51,2,218.55,237,224,118,9,0.0,170.4,109.28,3.22,2.64,2.42,-0.0,-0.0,49.0,2,2,16218,United Kingdom
13670,76,1,349.7,282,282,282,25,0.0,349.7,349.7,2.56,4.44,2.58,-0.0,-0.0,0.0,6,4,22530,United Kingdom
13672,38,2,186.39,57,38,28,4,33.33,124.26,93.2,4.46,1.51,0.92,-0.0,-0.0,0.0,1,1,21655,United Kingdom
13673,19,2,396.92,119,64,59,47,0.0,213.6,198.46,4.35,5.19,3.01,1.0,-0.0,66.0,0,2,22138,United Kingdom
13675,33,2,486.82,330,204,165,25,0.0,308.44,243.41,1.64,4.45,2.85,1.0,-0.0,126.0,0,2,85175,United Kingdom
13678,33,1,232.6,924,924,924,16,0.0,232.6,232.6,0.3,3.6,0.81,-0.0,-0.0,0.0,0,1,16259,United Kingdom
13680,40,4,3722.42,1936,669,484,164,34.56,1520.11,930.6,2.98,6.47,3.22,-0.0,1.58,53.0,2,2,20725,United Kingdom
13681,18,4,827.83,360,152,90,37,0.0,327.62,206.96,3.28,4.82,2.62,1.0,1.58,71.0,3,2,23321,United Kingdom
13682,218,1,59.5,10,10,10,3,0.0,59.5,59.5,8.5,1.52,0.92,-0.0,-0.0,0.0,4,1,72807A,United Kingdom
13684,286,1,67.23,39,39,39,29,2.56,67.23,67.23,1.94,4.63,2.35,-0.0,-0.0,0.0,6,4,75049L,United Kingdom
13685,46,7,3119.44,5056,2904,722,29,0.0,1334.16,445.63,1.07,2.96,1.56,0.99,1.92,23.57,2,2,22065,United Kingdom
13686,65,1,72.0,70,70,70,8,0.0,72.0,72.0,1.48,2.95,0.81,-0.0,-0.0,0.0,3,1,20723,United Kingdom
13689,153,1,910.0,512,512,512,6,0.0,910.0,910.0,1.52,2.43,0.65,-0.0,-0.0,0.0,6,2,21931,United Kingdom
13690,30,1,172.25,67,67,67,9,0.0,172.25,172.25,4.85,2.64,2.2,-0.0,-0.0,0.0,3,2,23309,United Kingdom
13692,25,3,1488.32,1226,734,408,48,0.0,856.63,496.11,5.07,5.33,2.41,0.92,1.0,70.33,3,2,15036,United Kingdom
13694,26,50,65039.62,63312,9811,1266,366,1.43,3547.34,1300.79,2.45,7.85,2.91,0.97,1.84,13.4,2,2,16216,United Kingdom
13695,2,15,2444.13,1599,260,106,45,0.0,381.54,162.94,2.41,4.59,2.85,0.92,2.5,20.07,2,2,22178,United Kingdom
13697,333,1,151.3,177,177,177,12,0.0,151.3,151.3,1.3,3.4,2.19,-0.0,-0.0,0.0,1,2,22051,United Kingdom
13699,156,1,308.58,66,66,66,14,0.0,308.58,308.58,3.45,3.51,1.29,-0.0,-0.0,0.0,3,1,22115,United Kingdom
13700,6,10,2265.12,2304,448,230,139,0.0,390.47,226.51,2.16,6.17,2.81,1.36,2.24,32.1,3,2,22661,United Kingdom
13703,319,1,99.5,10,10,10,1,0.0,99.5,99.5,9.95,-0.0,-0.0,-0.0,-0.0,0.0,1,4,22776,United Kingdom
13704,0,9,2308.06,1531,340,170,111,0.0,422.32,256.45,3.87,6.29,3.05,1.58,1.41,26.78,1,2,22610,United Kingdom
13705,145,3,711.86,363,134,121,25,0.0,318.14,237.29,17.44,4.26,2.61,0.92,1.0,183.67,2,2,84879,United Kingdom
13706,69,1,330.79,189,189,189,20,0.0,330.79,330.79,4.58,4.21,2.47,-0.0,-0.0,0.0,6,1,22256,United Kingdom
13707,267,2,806.41,351,231,175,48,0.0,583.41,403.21,7.05,5.1,2.76,1.0,-0.0,24.0,3,3,22693,United Kingdom
13708,272,1,296.88,306,306,306,49,0.0,296.88,296.88,2.76,4.66,3.09,-0.0,-0.0,0.0,6,2,84077,United Kingdom
13709,50,13,6328.05,3516,634,270,244,0.43,1097.24,486.77,4.71,7.24,3.03,1.33,2.52,20.46,3,2,23167,United Kingdom
13710,121,1,180.48,176,176,176,8,0.0,180.48,180.48,1.07,2.8,2.25,-0.0,-0.0,0.0,3,2,21811,United Kingdom
13711,219,2,252.06,140,122,70,11,0.0,170.96,126.03,3.36,3.08,2.62,-0.0,-0.0,0.0,3,1,21499,United Kingdom
13712,159,1,228.84,352,352,352,10,0.0,228.84,228.84,1.29,2.68,1.97,-0.0,-0.0,0.0,0,1,22419,United Kingdom
13715,223,5,1079.34,563,239,112,89,1.42,445.22,215.87,2.85,6.11,3.09,1.52,1.58,88.6,5,1,84536A,United Kingdom
13716,270,1,138.28,138,138,138,21,0.0,138.28,138.28,1.72,3.98,2.41,-0.0,-0.0,0.0,1,3,20981,United Kingdom
13717,57,6,1445.01,1959,535,326,92,0.05,301.54,240.84,2.92,5.83,2.58,0.92,2.32,40.33,1,2,85212,United Kingdom
13718,159,2,306.55,173,135,86,9,0.0,192.5,153.28,5.28,2.02,2.19,-0.0,-0.0,68.5,1,2,17038,United Kingdom
13719,16,5,1041.68,609,264,121,56,0.0,330.79,208.34,4.09,5.25,3.13,0.97,2.0,43.8,2,2,22944,United Kingdom
13720,117,4,784.9,500,204,125,41,0.0,266.2,196.23,3.24,4.35,2.87,1.0,0.92,34.5,1,3,84755,United Kingdom
13721,274,1,524.14,316,316,316,28,0.0,524.14,524.14,3.78,4.48,2.85,-0.0,-0.0,0.0,4,2,21390,United Kingdom
13722,132,3,2375.41,1401,958,467,75,0.07,1463.47,791.8,3.47,5.45,3.13,0.92,-0.0,59.33,5,3,84077,United Kingdom
13723,188,1,199.85,43,43,43,6,0.0,199.85,199.85,5.55,2.41,1.92,-0.0,-0.0,0.0,6,1,22224,United Kingdom
13725,50,8,1980.56,806,192,100,95,7.94,947.65,247.57,4.62,6.12,3.09,1.06,2.24,30.25,4,2,21394,United Kingdom
13726,101,2,1079.66,1054,670,527,39,0.0,786.98,539.83,1.12,4.88,2.37,1.0,-0.0,116.0,1,3,21930,United Kingdom
13727,29,2,333.48,162,120,81,19,0.0,223.08,166.74,3.04,4.04,3.0,1.0,-0.0,76.0,4,2,22531,United Kingdom
13728,108,6,1016.14,458,104,76,38,0.0,219.12,169.36,3.66,4.61,2.2,0.65,2.32,33.83,2,3,21977,United Kingdom
13730,136,2,752.6,488,249,244,38,0.0,445.85,376.3,3.87,4.89,2.86,1.0,-0.0,100.0,3,2,22197,United Kingdom
13731,159,2,610.59,278,166,139,36,0.0,308.12,305.29,5.07,4.72,2.92,-0.0,-0.0,44.5,0,1,16156S,United Kingdom
13732,29,1,491.86,498,498,498,33,0.0,491.86,491.86,1.87,4.82,2.47,-0.0,-0.0,0.0,4,2,21213,United Kingdom
13735,25,4,2885.24,1130,505,282,158,2.39,991.56,721.31,5.17,6.8,3.16,-0.0,1.58,52.25,2,3,21716,United Kingdom
13736,242,2,731.9,497,269,248,166,0.4,374.37,365.95,3.59,7.01,3.04,-0.0,-0.0,9.5,2,3,21397,United Kingdom
13737,201,1,339.6,125,125,125,29,0.0,339.6,339.6,4.31,3.89,2.94,-0.0,-0.0,0.0,0,4,22639,United Kingdom
13739,19,1,216.9,54,54,54,3,0.0,216.9,216.9,4.75,1.22,0.92,-0.0,-0.0,0.0,0,3,84347,United Kingdom
13740,241,1,350.75,425,425,425,23,0.0,350.75,350.75,2.35,4.14,2.4,-0.0,-0.0,0.0,2,2,21398,United Kingdom
13741,72,3,668.43,218,76,72,34,0.46,305.3,222.81,5.65,4.66,2.6,0.92,1.0,38.33,3,2,35646,United Kingdom
13742,17,12,3131.02,1124,278,93,200,0.71,526.1,260.92,5.54,6.97,3.12,1.46,2.45,25.25,3,2,84077,United Kingdom
13743,1,7,1341.6,1776,360,253,8,0.06,275.76,191.66,1.02,2.34,1.87,0.99,2.25,36.86,3,2,84077,United Kingdom
13744,215,2,1156.36,1249,995,624,54,0.0,893.16,578.18,1.6,5.39,2.22,1.0,-0.0,39.0,3,2,17003,United Kingdom
13745,163,1,300.04,496,496,496,25,2.02,300.04,300.04,0.73,4.52,1.36,-0.0,-0.0,0.0,3,5,21507,United Kingdom
13747,697,1,79.6,8,8,8,1,0.0,79.6,79.6,9.95,-0.0,-0.0,-0.0,-0.0,0.0,1,2,22180,United Kingdom
13748,159,5,948.25,439,208,87,24,0.0,335.8,189.65,4.02,3.69,2.79,0.97,1.58,107.6,1,2,22086,United Kingdom
13750,54,5,1647.26,516,144,103,20,0.0,363.36,329.45,3.98,1.9,2.5,-0.0,2.0,48.6,2,2,21137,United Kingdom
13751,289,1,296.25,152,152,152,9,0.0,296.25,296.25,2.98,1.71,2.73,-0.0,-0.0,0.0,3,4,85099B,United Kingdom
13752,96,6,1156.28,875,230,145,63,0.0,298.99,192.71,3.8,4.67,2.97,1.0,1.52,18.67,3,1,21326,United Kingdom
13753,288,1,741.26,512,512,512,35,0.0,741.26,741.26,2.43,5.0,2.72,-0.0,-0.0,0.0,4,4,22228,United Kingdom
13754,33,2,282.6,214,132,107,11,0.0,156.0,141.3,2.97,3.06,2.86,-0.0,-0.0,142.0,1,2,22952,United Kingdom
13755,10,9,2161.35,1264,409,140,232,1.82,495.66,240.15,4.6,6.81,3.12,1.44,2.24,35.78,2,2,22609,United Kingdom
13756,23,14,5189.52,3188,426,227,66,0.75,610.76,370.68,3.99,4.98,2.93,1.43,2.66,35.14,1,2,21314,United Kingdom
13758,12,7,3190.55,1844,832,263,104,0.0,893.37,455.79,4.71,5.65,3.13,0.99,2.58,97.71,2,2,84568,United Kingdom
13759,72,2,659.41,287,267,143,24,0.0,560.41,329.7,4.57,4.14,2.7,1.0,-0.0,55.0,4,3,23162,United Kingdom
13760,55,2,286.79,197,101,98,50,0.0,151.7,143.4,1.78,4.87,2.66,-0.0,-0.0,101.0,3,3,22037,United Kingdom
13761,51,2,1070.65,642,418,321,68,0.0,578.94,535.32,3.44,5.74,3.21,-0.0,-0.0,64.5,1,2,16156S,United Kingdom
13762,219,1,306.72,272,272,272,7,100.0,306.72,306.72,1.27,2.42,1.38,-0.0,-0.0,0.0,3,1,23155,United Kingdom
13763,153,1,1714.96,728,728,728,15,0.0,1714.96,1714.96,2.97,3.79,2.11,-0.0,-0.0,0.0,6,2,22633,United Kingdom
13764,71,3,1521.76,932,342,310,183,0.0,576.13,507.25,3.37,6.94,3.3,-0.0,1.0,40.0,2,3,21497,United Kingdom
13767,26,37,17220.36,7322,902,197,55,0.79,1735.3,465.42,4.46,4.72,2.94,1.43,2.54,18.14,1,2,84879,United Kingdom
13769,93,10,2796.51,1163,166,116,73,0.86,421.18,279.65,4.78,5.27,3.0,0.92,2.41,42.2,1,2,71477,United Kingdom
13771,183,4,2634.45,1477,594,369,114,0.07,871.6,658.61,3.51,6.46,3.06,0.81,1.0,4.25,3,2,23349,United Kingdom
13772,182,3,1132.13,546,237,182,141,0.0,457.8,377.38,3.79,6.67,3.21,0.92,1.0,21.0,4,2,47566,United Kingdom
13774,82,1,345.0,192,192,192,22,0.0,345.0,345.0,4.32,4.13,2.56,-0.0,-0.0,0.0,0,3,21977,United Kingdom
13777,25,33,25977.16,12897,3154,390,36,0.65,6260.9,787.19,3.44,4.31,2.79,1.55,2.54,20.33,1,2,21232,United Kingdom
13778,104,1,178.7,70,70,70,9,0.0,178.7,178.7,3.23,2.82,2.06,-0.0,-0.0,0.0,6,4,22693,United Kingdom
13780,171,2,360.01,318,173,159,56,0.0,243.73,180.0,3.12,3.63,3.08,1.0,-0.0,64.5,3,3,21326,United Kingdom
13781,281,1,127.84,30,30,30,17,0.0,127.84,127.84,5.29,4.04,2.09,-0.0,-0.0,0.0,4,1,21165,United Kingdom
13782,13,6,912.0,371,108,61,96,0.0,191.94,152.0,4.55,5.9,2.95,-0.0,2.32,52.5,4,3,84536A,United Kingdom
13784,10,11,2462.79,2493,556,226,9,0.0,603.96,223.89,3.39,2.01,2.69,1.32,2.32,30.09,2,2,22151,United Kingdom
13786,516,1,230.4,136,136,136,7,0.0,230.4,230.4,2.0,2.67,2.13,-0.0,-0.0,0.0,0,2,85123A,United Kingdom
13787,76,2,309.04,337,281,168,24,0.0,202.64,154.52,3.27,3.52,2.89,1.0,-0.0,173.5,3,3,22336,United Kingdom
13790,212,1,348.8,748,748,748,45,0.0,348.8,348.8,1.92,5.18,1.08,-0.0,-0.0,0.0,3,2,22064,United Kingdom
13791,169,2,1516.0,1200,700,600,7,31.0,937.0,758.0,1.32,2.69,1.49,-0.0,-0.0,38.5,4,3,20727,United Kingdom
13792,244,2,195.55,92,64,46,13,0.0,120.95,97.78,4.61,3.45,2.41,-0.0,-0.0,22.0,5,3,22576,United Kingdom
13798,1,57,37153.85,23948,2420,420,113,1.32,3762.66,651.82,2.7,6.02,3.03,1.02,1.32,11.65,2,2,85099B,United Kingdom
13799,117,2,688.86,402,216,201,32,0.0,347.16,344.43,2.83,4.8,2.53,-0.0,-0.0,88.5,2,3,20829,United Kingdom
13800,283,1,558.32,331,331,331,33,0.0,558.32,558.32,4.08,4.84,2.96,-0.0,-0.0,0.0,2,1,23230,United Kingdom
13801,244,1,324.8,168,168,168,23,0.0,324.8,324.8,4.64,4.13,3.03,-0.0,-0.0,0.0,6,2,84971S,United Kingdom
13802,139,3,4599.42,2572,1104,857,55,7.78,2161.32,1533.14,3.42,4.94,3.15,-0.0,1.0,67.33,4,3,20725,United Kingdom
13803,256,1,277.07,121,121,121,17,0.0,277.07,277.07,3.01,3.91,2.7,-0.0,-0.0,0.0,1,5,22148,United Kingdom
13804,79,7,2635.79,1498,417,214,124,0.0,739.57,376.54,4.25,6.29,3.06,1.56,1.92,30.14,3,2,84077,United Kingdom
13805,53,2,924.6,1900,1172,950,10,0.0,500.24,462.3,0.62,3.13,0.99,-0.0,-0.0,125.5,1,2,20996,United Kingdom
13806,153,1,256.38,56,56,56,10,0.0,256.38,256.38,5.55,3.08,1.57,-0.0,-0.0,0.0,6,2,22427,United Kingdom
13807,516,1,112.6,36,36,36,7,0.0,112.6,112.6,5.29,2.34,1.95,-0.0,-0.0,0.0,0,2,22469,United Kingdom
13808,47,5,1747.66,782,254,156,70,0.0,639.3,349.53,5.04,5.71,3.14,1.52,2.0,39.6,2,2,84946,United Kingdom
13809,161,1,155.05,29,29,29,11,0.0,155.05,155.05,7.57,2.81,1.24,-0.0,-0.0,0.0,5,1,22804,Cyprus
13810,29,3,1499.01,312,179,104,32,0.0,653.5,499.67,42.92,4.81,2.97,0.92,-0.0,9.0,4,2,22964,Germany
13811,95,3,814.5,68,38,22,7,0.0,333.0,271.5,83.0,2.57,-0.0,-0.0,1.0,48.0,1,2,23052,Germany
13812,43,3,539.0,333,191,111,33,0.0,278.74,179.67,3.96,4.8,3.08,0.92,1.0,46.33,4,3,21976,Germany
13813,31,4,1366.86,552,177,138,54,0.0,407.54,341.72,4.0,5.4,3.02,0.81,1.58,26.0,2,4,21498,Germany
13814,123,2,1579.12,864,532,432,37,0.23,961.58,789.56,4.72,4.72,2.93,-0.0,-0.0,7.0,0,3,21121,Germany
13815,23,4,4027.36,2560,1357,640,132,0.12,1965.74,1006.84,4.01,6.34,3.18,0.81,1.58,74.0,1,3,84568,Germany
13816,24,2,571.67,269,178,134,25,2.23,371.69,285.83,6.81,4.32,2.61,1.0,-0.0,79.0,3,2,22492,Germany
13817,59,2,382.98,211,148,105,20,0.0,254.28,191.49,3.55,4.13,2.65,1.0,-0.0,146.0,2,3,21880,Germany
13819,38,3,1140.35,1109,546,369,26,0.0,425.05,380.12,3.11,3.9,2.96,0.92,1.0,94.0,1,2,21212,United Kingdom
13821,145,2,385.64,153,110,76,51,0.0,270.15,192.82,3.77,5.46,2.8,1.0,-0.0,58.0,1,3,22095,United Kingdom
13822,41,2,632.0,611,500,305,90,0.0,468.38,316.0,3.09,5.36,2.78,1.0,-0.0,100.5,3,3,16045,United Kingdom
13823,19,2,957.66,439,325,219,39,0.0,650.42,478.83,3.82,4.78,2.78,1.0,-0.0,36.0,2,2,82482,United Kingdom
13824,6,5,1698.94,768,292,153,34,0.0,659.3,339.79,3.76,4.56,2.64,1.52,2.0,60.8,2,2,22621,United Kingdom
13826,177,1,189.5,82,82,82,10,0.0,189.5,189.5,6.41,2.7,2.12,-0.0,-0.0,0.0,3,3,21212,United Kingdom
13827,58,3,412.05,141,63,47,83,0.0,188.02,137.35,4.33,6.0,3.0,-0.0,1.0,28.33,2,3,84978,United Kingdom
13828,23,1,209.49,311,311,311,15,0.0,209.49,209.49,2.47,3.04,2.47,-0.0,-0.0,0.0,3,3,22608,United Kingdom
13831,17,6,2202.99,745,160,124,58,0.0,408.0,367.16,4.26,3.23,2.9,0.92,2.32,93.33,2,2,85123A,United Kingdom
13832,20,1,52.2,28,28,28,3,10.71,52.2,52.2,2.28,1.45,0.92,-0.0,-0.0,0.0,6,3,22645,United Kingdom
13833,278,1,384.8,118,118,118,28,0.0,384.8,384.8,5.52,4.09,2.39,-0.0,-0.0,0.0,0,1,21122,United Kingdom
13835,26,4,834.57,442,157,110,48,0.0,328.45,208.64,3.64,5.27,3.16,0.81,1.58,32.5,2,1,21080,United Kingdom
13837,5,2,271.24,183,121,91,17,0.0,157.54,135.62,2.12,3.47,2.97,-0.0,-0.0,156.0,1,2,22791,United Kingdom
